block_id,len_chars,est_sentences,preview
533,1680,13,"""Ultra Q"" was originally the first Ultra Series but it featured any of the Ultras without monsters and came ""Ultraman"". "
534,1735,13,"""I Kissed a Girl"" debuted at number 76 on the ""Billboard"" Hot 100. After a couple of weeks, the single hit the top 5, du"
535,1827,12,"By February 2012, Rodger's frustration with his social interactions, particularly with blond women whom he perceived as "
536,1506,17,"Tommy, Alex and Gibson join some soldiers of a Highlanders regiment and hide inside a beached trawler in the intertidal "
537,1842,17,"In the final book, Annabeth first appears when Percy returns from blowing up Kronos's ship, the ""Princess Andromeda"". Fo"
538,1756,23,"Eastern Chalukyas, also known as the Chalukyas of Vengi, was a dynasty that ruled parts of South India. It ruled for a p"
539,2054,10,Quan Chi is a nefarious free-roaming sorcerer and necromancer who is one of the Mortal Kombat series' main villains. He 
540,2154,21,Atreyu are an American heavy metal band. They are signed to Roadrunner Records. They took their name from a character ca
541,2265,32,"In the present, Billy Batson is taken in by a new family after having repeatedly run away from foster homes to try to fi"
542,2190,29,"Okubo was born in Kanda, Fukuoka on June 9, 1982. After graduating from Kunimi High School, he joined J1 League club Cer"
543,2296,23,Tensions between slave and free states mounted with arguments over the relationship between the state and federal govern
544,1752,23,"Under Stewart and Karlin ""The Daily Show"" developed a markedly different style, bringing a sharper political focus to th"
545,1836,27,Oliver explained that he and his team talked to Murray Energy about this segment before showing it. He said that he rece
546,1856,19,"In many branches of science, including mathematics, mathematical optimization is a branch that is about finding a right "
547,1537,17,"Idi Amin had a controversial foreign policy. He expelled Asian communities, leading to strained relations with the UK an"
548,1576,12,"Nick Cassidy (Sam Worthington) enters a hotel room, pretending to be called Joe Walker. After eating a meal and wiping h"
549,2276,20,"He is best known for his roles on the ""ITV"" breakfast programmes ""GMTV"", ""Daybreak"" and ""Good Morning Britain"". In 2005,"
550,1648,22,"Between Rouen and the sea, ocean-going vessels of up to in length, and 150,000 tons in weight can travel the Seine. This"
551,2308,17,"The theme is doppelganger. The narrator is a dying man of ""a noble descent"" who choses not to embody a record of his lat"
552,1959,11,"During the seventeenth century, as an aspect of Romantic ""Primitivism"", the figure of the ""Good Savage"" was held up as a"
553,1620,16,"The story of Parsifal and the Holy Grail has survived in several forms that date from between 1170 and 1220. Wagner, who"
554,1582,12,As a child Lemlich experienced the many struggles of people living under the Russian Monarchy. Lemlich and her family fl
555,1540,17,DE 82 heads to the west of DE 52 near Greenville as Campbell Road. The road has two lanes cars can travel on without a m
556,1704,12,The oval-shaped zero and circular letter O came into use together on modern character displays. The zero with a dot in t
557,1671,22,In 1328 Robert the Bruce was in poor health and was dying. One thing he had not been able to do was to go on a crusade. 
558,1522,20,Once Angom Nongban Kongyamba met fisher women from the Khuman kingdom in a place called Moirang. Both the Khuman kingdom
559,1703,14,Le Guin earliest work stayed the most popular and got the most recognition. A reviewer in 2018 said that she often lectu
560,1613,17,Puducherry sustained relatively minor damage in November as the depression largely remained offshore; some trees were do
561,1681,10,"In the 1908 Toronto municipal election, held January 1, 1908, former alderman Joseph Oliver was elected Mayor of Toronto"
562,1673,20,Crusio got in 1979 a master's degree and then in 1984 a PhD from the Radboud University Nijmegen. He performed research 
563,1508,15,A typical column used in SEC has two substances called phases that interact with the mixture and these substances help f
564,1766,17,"Eriksen started the 2010–11 season well, scoring his first Ajax league goal on 29 August 2010 in an away victory over De"
565,1542,22,She started swimming in 1927 after her mother found out about the collective lessons of Mouettes de Paris. In July 1929 
566,1596,14,Watson confronts Laura Lyons who admits that Charles Baskerville had financed her typewriting business and says she did 
567,1549,21,Niko Kovač (born 15 October 1971) is a former Croatian football player. He has played for Croatia national team. He was 
568,1521,12,"Umm Yasmin, of the Centre for Muslim Minorities and Islam, says that feminism is often mistaken as a western movement. A"
569,1892,20,The 1968 Democratic National Convention of the U.S. Democratic Party was held at the International Amphitheatre in Chica
570,1588,10,"Aurel Stein discovered 5 letters written in Sogdian known as the ""Ancient Letters"" in an abandoned watchtower near Dunhu"
571,1504,9,"Cell is an artificial life form (referred to as a ""Bio-Android"") created by Doctor Gero's supercomputer from the cell sa"
572,2000,15,"Asylum Records is an American record label, owned by Warner Music Group. After several incarnations, today it is primari"
573,1565,17,2013 he took part in his 5th World Championships in Paris. He doesn't won a medal for the second time- in the Quarterfin
574,1755,8,In 1817 John Leslie (a Scottish mathematician) suggested that primitive societies may have evolved counting with objects
575,1639,7,Nicolae Ceauşescu (; 26 January 1918 – 25 December 1989) was a Romanian communist dictator from 1965 until 1989. After t
576,2119,12,One of the four main indicators which are usually used to measure successful sustainability is the social aspects availa
577,1771,19,"The best years of the club were between 1990 and 1997. In these years, the club reached the championship three times, pl"
578,2259,22,Vildana Selimbegović was born in Travnik in 1963. She finished elementary school and high school in her hometown. She co
579,1686,17,By 1931 the political situation had changed and the Kroll Opera was shut down. By 1933 the Nazis had gained power and Kl
580,1519,12,"The Norwegian coastal waters are the most important spawning ground of the herring populations of the North Atlantic, an"
581,1845,15,"When it comes to factories and the way minority groups were treated, one event that changed how we think was World War l"
582,1887,30,Kongyamba was thinking about an evil plot against Khamba. But the Gods did not give him any evil hints in his dreams. So
583,2199,20,He came to football at the age of 14 in 1937. He first played at the youth level in the Pernambuco state championship fo
584,1961,9,"The development of the first of the two agreements, the Oslo I Accord, which they also call the Declaration of principle"
585,1546,16,"Tezpur has a central university (Tezpur University), apart from numerous colleges and schools.It has now received the ta"
586,1848,20,"Thomas Hobbes (5 April 1588 – 4 December 1679) was a philosopher from England. His most famous book is ""Leviathan"" (1651"
587,2030,20,The MUTCD's W20 series of signs is for warning signs relating to work zones. These signs are typically orange background
588,1539,11,"After the 100 years he was in the iceberg with his bison, the story starts when Katara and her brother Sokka free Aang a"
589,1962,19,"This room is filled with mirrors, similar to that of a house of mirrors. Taylor is seen walking through the room while G"
590,2378,19,"Under this dynasty the Western Islamic empire included present-day Morocco, Western Sahara, Mauritania, Gibraltar, Tlemc"
591,1617,18,"Diarrhea is another common symptom of lactose intolerance. The unabsorbed lactose draws water into the colon, leading to"
592,2059,15,"Nostradamus was born as de Nostredame sometime in December 1503, somewhere located in Provence, Kingdom of France (in mo"
593,2072,14,"In Europe, the lightning rod was invented by a theologian and natural scientist, Václav Prokop Diviš, between 1750 and 1"
594,2307,19,"Late on August 22, an area of low pressure developed to the west of Guam. At midnight that day, the system became suffic"
595,1596,13,"Hiller, the author of ""Two Trojan Wars? On the destructions of Troy VI and VII"" reminds us that our trust in a historica"
596,1968,18,"On May 28, the NHC started to monitor the storm again and on 11:00 am EDT (1500 UTC), they declared the storm to be a tr"
597,1945,23,"Gilli ""िगल्ली"" -danda ""डन्डा"" is a game played by children in South Asia. It is usually played by using a small round st"
598,2038,14,There are many theories regarding their origin. Most of them link the Ahirs to a people known to the ancients as the Abh
599,1598,13,"The earth has seven dragon balls, and each dragon ball has one to seven stars, and the seven dragon balls are scattered "
600,1848,13,Ahaseurus asks for his wife Queen Vashti to come to his feast with her crown on but she refuses so Ahaseurus’s advisor M
601,1523,12,"Terry was accidentally tripped by Cirie's torch and yelled at her while she was taking care of the bonfire, but Aras pro"
602,1527,14,"Smith was revealed as the Eleventh Doctor in the British science-fiction television series ""Doctor Who"" in January 2009 "
603,1777,12,The ancient Greeks believed that Egyptian gods and goddesses were the descendants of their gods and goddesses. In ancien
604,1835,18,"The baseball field, or ""diamond"", has two main parts, the infield and the outfield. The ""infield"" is where the four base"
605,1521,11,"Most people all think that because Zosima was so holy, his body will not decay, and some miracle will happen. It shocks "
606,1605,20,"In Croatian, nouns change form depending on the composition of the sentence. This is called declension. For people who a"
607,1676,26,"About eight months after River and Simon have joined ""Serenity's"" crew, the ship's captain Malcolm ""Mal"" Reynolds takes "
608,1785,23,Asiago offers many outdoor activities such as hiking and skiing. There are 500 km of ski slopes and 260 km of biking tra
609,1501,15,"Turkish Airlines Flight 981 was a regular flight operated by Turkish Airlines, from Istanbul to London Heathrow, with a "
610,1797,15,"At the beginning of 1949, the president of the America club from the city of Fortaleza, Livio Correia Amaro, managed to "
611,1793,28,"Lillian Diana Gish (October 14, 1893 – February 27, 1993) was an American actress. She was born in Springfield, Ohio. Gi"
612,1591,12,Tropical Storm Arlene in April was the first storm of the season that formed on April 19. This was the third consecutive
613,1508,17,"Besides being a defiant radical, Emma was very well known for being incredibly influential in women’s reproductive right"
614,1628,15,Defensemen Pavel Doležal and Karel Wagner are going to their first games. The other defensemen were all part of the team
615,1573,20,"Oliver took the name of ""Eat Shit, Bob"" from the money the miner returned. He then acted in a five-minute musical number"
616,1596,10,"Four years later, at the 1954 World Cup in Switzerland, already under Zezé Moreira, Mauro Ramos was on the application l"
617,1734,11,"Android 18's personally and behavior is calm, cool and confident and is somewhat sarcastic. During her early appearances"
618,1568,17,"Waxing rips the hair out of the skin and often causes pain. The pain increases in areas such as the genitals, especially"
619,1922,19,"On July 14, 2008 a weakening weather system stretched across northern Florida, causing thunderstorms. A weak low pressur"
620,1570,17,"Kubrick was born in Manhattan, New York City and grew up in the Bronx during his youth. Stanley was a poor student in sc"
621,2089,18,"Around September 16 it was nearly froze for some time in the mid-Atlantic about 1000 miles east of Bermuda, and became a"
622,2211,19,"Karol Dobiaš played for Baník Handlová in his youth. In 1965 he moved to Spartak Trnava, with whom he won the Czechoslov"
623,2379,19,"He was born in Şebinkarahisar, Ottoman Armenia (present-day Giresun Province, Turkey). After losing his wife and son at "
624,1704,35,"A major theme in ""Vertigo"" is obsession. Scottie seems to obsess with Madeleine. The camera often follows the eyes of Sc"
625,1670,9,The words of Willis' citation explain: For conspicuous gallantry and intrepidity at the risk of his life above and beyon
626,1727,18,"He was born on October 19, 1916 in Toulouse, France to Henri Dausset and Elisabeth Dausset (born Renard). Dausset was th"
627,2234,31,Booth fled with an accomplice south through Maryland to Virginia. An army troop caught up with him on April 26. His acco
628,1524,22,Boris came from a boyar family (i.e. they belonged to the nobility). His parents were dead and he was brought up at the 
629,2148,26,"When King Alexander III of Scotland died in 1286, his heir was his granddaughter Margaret, Maid of Norway. King Edward I"
630,2011,12,The British Medical Association published their recommendations for doctors supervising PAs in early 2024 in an effort t
631,1776,14,"Groups of Java mouse-deer are commonly referred to as “herds,” while females are termed “does,” “hinds,” or “cows.” Male"
632,1638,22,The AC Cobra is a hybrid sportscar consisting of a British roadster with an American engine and transmission. In 1961 Ca
633,1539,13,"In 1912, Miné Okubo was born in 1912 in Riverside, California. Her parents were both Japanese immigrants who had entered"
634,1582,9,"After the Second World War, people began studying Austen more deeply, and in different ways. A great number of people ha"
635,1714,32,Vertigo is a 1958 American psychological thriller mystery movie directed by Alfred Hitchcock. It stars James Stewart and
636,2345,11,"Writer Max Blumenthal, who reported on an attempt by one of the show's staff to advertise at a rally for former Alaska g"
637,1521,11,"At the Bahrain Grand Prix, Verstappen topped all the practice sessions and subsequently took a career fourth pole positi"
638,1635,17,"In April 2007, Long became the on-screen boyfriend of Kristal, after weeks flirting with each other backstage. Long then"
639,1827,15,"Later, the Armenian highland was divided between the Sassanids and their successors, the Arabs with the Eastern Rome.  P"
640,1785,14,There is a legend telling that around 1648 a group of pioneers founded a small village near the Atuba River while search
641,2226,29,"The husband answered that it was a ""kaptreng"", a traditional Meitei traditional wooden tool for ginning cotton. The wife"
642,1903,23,"In 1883 a young Belgian called Sylvain de Jong settled in Antwerp, Belgium. He started a bicycle factory there. By the e"
643,1636,14,The Sims 3 is made with the same idea as the games before it. The player controls their own Sims in activities and relat
644,1911,18,"Samuel Lee Kountz first became interested in medicine at the age of eight, when he went with an injured friend to a loca"
645,1955,23,"""All in the Family"" is based on the 1960s British sitcom television show ""Till Death Us Do Part"". Norman Lear said he re"
646,2096,19,"A memorial service was held at the Staples Center in downtown Los Angeles on July 7, 2009. It began with a reading of a "
647,1714,23,"Allen Ezail Iverson (/ˈaɪvərsən/; born June 7, 1975) is a former American professional basketball player. He played for "
648,2231,17,Thangwai Koting Ahanpa (Thangwai Koding Ahanba) (337 AD-387 AD) was the ruler of Ancient Moirang and Leima Thamoilembi (
649,1847,13,"Arnold's contributions to American independence are largely underrepresented in popular culture, while his name became s"
650,1629,9,"In a June 2013 interview with ""Famitsu"", Nomura discussed the visuals that were seen in the teaser trailer. He said that"
651,1587,22,"The Vikings later withdrew to York. The next year, 871, the great Viking army grew much larger. After twelve months in Y"
652,1674,17,Timpani (sometimes called kettle drums) are drums that are made out of large bowls that are usually made of copper shape
653,1846,24,The Anglo-Saxon Chronicle makes no mention of Offa for the years between 757—777. No Mercian chronicles from this time p
654,1954,20,"Because the storm was so large, its highly destructive eye-wall winds and the strong northeastern quadrant of the storm "
655,1720,16,"Frodo begins his journey with his friend and gardener, Samwise Gamgee, better known as ""Sam"". Meanwhile, Gandalf meets w"
656,1670,15,"Robert Pardi of TV Guide reviewed the movie saying ""This 20-years-later follow-up fails to capture the zest (heart/spirt"
657,1636,21,"When Ned was about nine, his father moved the family north to a new farm at Avenel. Ned saved a young boy, Richard Shelt"
658,1667,19,"In 1991, the place where the Imperial family and their servants were supposedly buried as found in the woods outside Yek"
659,2096,16,"Andrade made his debut on December 2, 1947 to his last match for the Celeste on June 5, 1957. He earned 42 caps for the "
660,1715,20,"Another late-cycle revision of the Wii (also called the RVL-201) was announced on November 27, 2012. As its name suggest"
661,1641,16,This change to the penis is common in many countries of the world including the United States and Israel. It is uncommon
662,2058,9,"The killings beginning after the capitulation of Italy in 1943, and the massacres of 1945 occurred partly under conditio"
663,1944,15,"Masseria was shot to death in a restaurant in New York by Maranzano's soldiers; one of them was Vito Genovese, a man who"
664,1633,17,"Joseph Weber added that the Archdukes and Archduchesses were allowed to make friends with ""ordinary"" (common) children. "
665,1570,8,"On November 25, following the closing WarGames match of Survivor Series: War Games, held at Punk’s hometown of Chicago, "
666,1562,10,"The National Hurricane Center (NHC) began to track a tropical wave associated with a few showers and thunderstorms, movi"
667,1721,15,"British Columbia's large mineral resources also led to a large mining industry. For the most of the 19th century, and we"
668,1504,12,"The Asturian kings would occasionally make peace with the Muslims, particularly at times when they needed to pursue thei"
669,1701,21,Stoker was to have two younger brothers and the family was to move to Sligo Town while Stoker was still young.  Cholera 
670,1633,10,"In 2006, his administration carried out 141 of the promised projects, making that year the most active in the governor's"
671,2340,21,After over a year spent in Italy as a representative of Marx and Engels Cafiero felt the influence of anarchism. And tha
672,1709,19,"Saarinen's architectural firm was called ""Eero Saarinen and Associates"". He was the principal partner from 1950 until hi"
673,1873,14,"There is recorded by Persian poets and historians in the Shahnameh. According to this records, the Persian king Bahram V"
674,1566,17,"At the outbreak of the Civil War, Meade had risen to the rank of captain in the regular army. He was appointed a brigadi"
675,2371,17,Hodgson et al. states:”The African Ethiopic ancestry is tightly restricted to HOA populations and likely represents an a
676,1789,15,"In the eleventh chapter of ""Feelin' So Good"", appropriately entitled ""First Number One Single"", Lopez reveals the moment"
677,1703,11,"Thomas Malory’s ""Le Morte D’Arthur"" was first printed by William Caxton, who is generally accepted to be the first print"
678,1809,18,"A giant Himalayan cryptid-like ape named ""Utam"", Johhny find tries to save a sexy Russian Tarzanette from a sleazy show-"
679,1681,9,Since the birth of Canadian English via the publication of the Dictionary of Canadianisms on Historical Principles (DCHP
680,1572,11,"In the beginning, it was mainly a guerrilla war in which Algerian ""maquisards"" (guerrillas) attacked French settlers. Th"
681,2134,18,"Relationships were important in Morrissey's teachings, speaking of male and female characters. Over the years Morrissey "
682,1718,18,"Janemba was originally an ogre for King Yemma, working at a machine that could bring back the dead. When the machine mal"
683,1831,15,"In 2014,The Super Kings started the season with a defeat in the opening match, after which they went on to win eight of "
684,1669,21,"After Moffat took over from Davies as executive producer, River Song was in the 2010 series. At an earlier point in her "
685,1506,10,"Within the fan community, the episode received a negative reaction to the origin. Several fan websites expressed their c"
686,1586,15,"The notes on the pedals are arranged like the notes on a keyboard, but are obviously much bigger. The player needs to le"
687,2122,37,Rachel and Kurt plan to go to a performing arts school in New York City after graduation. School counselor Emma Pillsbur
688,1630,24,Bandura took 36 boys and 36 girls for his experiment. The children were between 3 and 6 years old. He also used one man 
689,1586,16,She is also active as an indigenous rights activist on an international level. She focused on protecting homes and land 
690,2022,27,"Internet Explorer 2 was released for Windows 95, Windows NT 3.5, and NT 4.0 on August 24, 1996 (following a 2.0 beta in "
691,2219,20,"The Ripper was famous for the brutality of his murders. He often mutilated his victims, usually killing them by slashing"
692,1711,20,"Price was not finished as a Confederate commander, however. He contested Union control over Arkansas in the summer of 18"
693,1619,10,"In 2002, at the age of 21, he won the first prize for the best Geneva Singjay In 2003, he wrote a song for the movie Des"
694,1885,10,"By the 19th Century, the Armenian community was divided into Christian Apostolic, Catholic, and Protestant millets, mean"
695,2064,15,Freud does not believe there is any supernatural force that affects the way we think or has pre-programmed us to behave 
696,1763,11,In response to this Indian armed occupying forces acted very quickly and illegally entered the abandoned state by invadi
697,2091,14,"From the mid-nineteenth century, Armenians faced large-scale land usurpation as a consequence of the sedentarization of "
698,1623,12,"The McMahon–Hussein correspondance was a correspondance of 10 letters during 1915 and 1916 between Sharif Hussein, the E"
699,1541,13,Erode district(formerly Periyar district) is a district in the Kongu Nadu region (western part) of the Indian state of T
700,1571,12,"Meditation and yoga have always been popular activities for the Christianites, and for many years Christiania had their "
701,2176,19,"After the Soviet-Afghan War, which ended on 14 February 1989, a civil war started in Afghanistan. It lasted until the en"
702,2385,16,"Following the election defeat and subsequent resignation of Musa as prime minister and PUP leader on 30 March 2008, the "
703,1507,43,To make a button in Tailwind CSS you would use this HTML code: <!--The style and script tags at the top are for offline 
704,1532,11,"In Central and Eastern Europe horseradish is called ""khreyn"" (in various spellings like ""kren"") in many Slavic languages"
705,1528,21,An oblast () is a type of federal subject of the Russian Federation. Oblasts are political entities in a federal union. 
706,1536,14,"Adrienne Bailon (who at the time had a reoccurring role on ""That's So Raven"") claimed to ""understand"" but still said she"
707,1513,16,"Edward Stratemeyer, founder of the Stratemeyer Syndicate, came up with the idea of mystery-solving brothers in 1926. Pub"
708,1931,12,"The 1981 San Marino Grand Prix was held on the Autodromo Enzo e Dino Ferrari circuit located in Imola, Italy, between 12"
709,1511,19,"There used to be a wall that separated the Inner Ward from the Outer Ward. The wall, which was inside the castle, had a "
710,1884,18,The Israeli attack on Beirut affected the Palestinian film industry significantly. The PLO's headquarters were located i
711,1507,9,It has one of the best schools for students to study in and it is a very educational city. Dhaka has the largest number 
712,1717,16,"Angelou became a poet and writer after a series of jobs as a young adult, including fry cook, sex worker, nightclub danc"
713,1693,17,"Merwan had a normal childhood and liked poetry and sports, especially cricket. When he was thirteen years old he started"
714,1643,16,"The words of Miyamura's citation explain: Cpl. Miyamura, a member of Company H, distinguished himself by conspicuous gal"
715,1925,19,"Thomas Ricca was born and raised in Hammonton, New Jersey. He graduated from Hammonton High School in 1986. He trained a"
716,1984,11,"The station hall of Wangfujing Station of Line 1 is located under East Chang'an Avenue, passing through two underground "
717,2016,15,"In 1801, Philippe Pinel wrote that some of his patients had “Madness without Delirium” meaning that they seemed normal m"
718,1588,16,"After they graduate, the Winx return to Alfea as teachers of a class called ""Winxology."" However, four men, Ogron, Anaga"
719,1523,11,"The Goomba has become an icon of the ""Mario"" series, both in its appearance and the concept of ""stomping on them"", often"
720,2039,12,"In Zhenjiang, As the Manchu garrison had been in the habit of calling the Chinese .6 disloyalists , ” the Fu Kien braves"
721,2056,25,Harrison Mills and Clayton Knight met each other during their first year at Western Washington University. The two did n
722,1635,16,"Windows Mobile 7 was a officially names have a more features codenamed from the Windows Mobile 6.5 development, was star"
723,1982,14,The words of Ono's citation explain: Private First Class Frank H. Ono distinguished himself by extraordinary heroism in 
724,1927,37,The Crown Prince and Nongban Kongyamba planned an evil plot to kill Khamba. They sent messengers to Khamba. The messenge
725,1591,14,The shield consists of many parts. In the center is an image of Mount Ararat with Noah's Ark sitting on top of it. Accor
726,1639,18,"At the same time, there were many free African Americans in the north. Unlike slaves, they were allowed to start churche"
727,1556,12,The roots of the Ustaše ideology were in the Croatian nationalism of the nineteenth century. The Ustaše ideological syst
728,1537,12,"The Pink Panther receives a letter from his uncle, which tells him that he must get home. Along the way, the Pink Panthe"
729,2121,21,"Barnaul () is a city in Russia. It is the capital and largest city of Altai Krai. Its population was 632,372 as of 2018."
730,1962,6,"The Inquiry said that the German Empire should give Alsace-Lorraine back to France, that France should get the parts of "
731,2041,15,Arnold began the war when he was elected as a captain in Connecticut's militia in March 1775. After the start of fightin
732,1503,21,"Larry Rohter in his July 9, 2010 review in ""The New York Times"" describes Twain as a Colonel Sanders without the chicken"
733,1543,15,Mickey Mouse enters Pluto in a ritzy dog show. The two arrive there in a makeshift wooden car. While Mickey grooms Pluto
734,1575,7,"In 2010, Erix entered into a deal with Universal Music Group in Germany but his album release was held up for years when"
735,1695,13,Adams lost the 1828 election to Jackson. The election was noted for the personal attacks made by the candidates against 
736,1769,18,"In ""The Kite Runner"", Amir and Hassan grow up together in Afghanistan like brothers, although they could not be more dif"
737,1981,15,Parth-Shorvori along with the entire Bhanushali family redouble their efforts to take care of Teni and the perspective c
738,1849,8,"Like the original release, ""Broken Sword: The Shadow of the Templars - Director's Cut"" also got very good reviews from c"
739,1894,18,"Benque Viejo del Carmen (usually shortened to ""Benque"") is a town in the country of Belize. It is in the Cayo District. "
740,1694,8,"Back in the past, the trio is shown to be approaching graduation in their fourth year at the ICE. One night, Rancho poin"
741,1957,17,"In the previous books, Harry is written as a child, but Rowling states that in the fourth novel, ""Harry Potter and the G"
742,2301,21,"Punk felt embarrassed by having his head shaved and he considered himself to be always pure unlike his followers, Punk a"
743,2025,39,"Nongban Kongyamba was jealous of Khamba. Every year, the rulers of each Pana (State Province) chose a man to go to the k"
744,1630,25,"The ""Yurovsky Note"" was found in 1989 and described in Edvard Radzinsky's 1992 book ""The Last Tsar"". The ""Yurovsky Note"""
745,1845,17,The math is a way of describing things that happen in the real world. You might imagine that it would be easy to get bot
746,1794,22,"sentenced to death, commuted to 10 years in prison. After 18 months, he was exchanged for Polish prisoners. In 1921-23 d"
747,1541,9,"Author Upton Sinclair wrote an exposé called ""The Jungle"", which was an unflattering portrait of the meat packing indust"
748,1605,18,"These drugs were usually made for other reasons, such as stopping cancer. These drugs can also be used if a child starts"
749,1801,12,"Creos works in two national projects; smart grids, electromobility and energy management. In accordance with the law of "
750,1541,18,"For about four years after his return from Agra, Shivaji Maharaj concentrated his attention on putting the affairs of Sw"
751,1764,8,"On April 20, 1994, Roger Penske and Kaiser announced the construction of a racetrack on the site of the abandoned Kaiser"
752,1570,11,"""Deliverance"" was released on November 4, 2002, and debuted at number 19 on the US Top Independent Albums chart, marking"
753,1537,7,"COBRA was formed by Karel Appel, Constant, Corneille, Christian Dotremont, Asger Jorn, and Joseph Noiret on the 8th Nove"
754,1645,26,"Philip J. Fry became disappointed that he still delivers pizza as of December 31st, 1999. He was supposed to deliver piz"
755,1551,23,Overwintering Monarchs in Mexico are often eaten by black-headed grosbeaks. These birds are immune to the glycoside. Oth
756,1617,20,The Christian Bible is a collection of 66 books. The first 39 books are the Old Testament. It is the first part of the G
757,1639,22,"OMG Tour was a concert tour. It was the third one by American recording artist Usher. The tour, which visited North Amer"
758,1501,12,Consider a group having the following eight numbers: These eight numbers have the average (mean) of 5: To calculate the 
759,1795,8,"David Austin French (born January 24, 1969) is an American political commentator and former attorney. He has had high pr"
760,1527,12,"Between 1998 and 2002 he lived in the city of Bath (United Kingdom), a period in which he worked as a screenwriter in se"
761,1720,20,"Bernini had a great idea for Bramante's great big piers. He had four hollow ""niches"" carved into them where four huge st"
762,1584,18,"The following day, Boog witnesses the hunters coming, and sends a signal to the animals by flinging one of the mule deer"
763,1687,16,"Two years into his incumbency on Exmoor the murder of Anna Maria Burgess, aged 6, took place. She died at the hand of he"
764,1777,21,"The day after Chapter 1 takes place, it is discovered that when Kris pulled out the knife, they had eaten an entire pie "
765,1542,24,"In Geneva, Calvin mainly wanted to make a ""collège"", a school for children. A place to build the school was chosen on Ma"
766,2321,27,"In her novel ""Pratibandi"", Sarojini has also described the development of sexuality in a woman. Priyanka, the protagonis"
767,1614,9,Multiple kelp species often co-exist within a forest; the term understory canopy refers to the stipitate and prostrate k
768,1568,23,"Beethoven continued to write compositions: a Violin Concerto, symphonies, piano concertos, string quartets and chamber m"
769,1580,17,"Back in Paris, George tracks down Jacques Marquet to the Hagenmeyer clinic. Posing as a doctor George gains access to Ma"
770,1718,22,"In a series of battles fought all across Northumbria, Oswiu kept being pushed back until he reached the far north of his"
771,1743,12,"In August 2014, after nine years of litigation by Robert Soto (Vice-chairman of the Lipan Apache Tribe of Texas) and oth"
772,2076,22,"His parents were Sovetian National players, so they trained Dima in his childhood. 2005 he got into the Bundesleague. Hi"
773,1911,14,"Following the murders of the three men, Rodger discarded his blood-drenched clothes and made his way to Starbucks. There"
774,2048,19,"On the following Raw, John Cena was paired with Michael Tarver. After their match, Cena attacked Tarver. Barrett said th"
775,1923,14,"On the day of the trial, Scout, Jem and Dill sneak into the amphitheater where they are having the hearing even though A"
776,1889,17,"Abigail Williams ( 1680 or 1681disappeared 3 June 1692) was a girl who, along with her supposed relative Betty Paris, wa"
777,1544,11,"The sweeper, also known as the libero, is a crucial position in association football. Unlike other defenders who have a "
778,2020,12,"Born in the United States, he returned to Italy in the early fifties to open an atelier in Rome in the highly fashionabl"
779,1945,8,We may bring that experience to the world of atomic-sized phenomena and incorrectly assume that if we measure the positi
780,1594,12,"GoodBarber was born from the merger of two French software companies, DuoApps and WebzineMaker, It was founded in 2001, "
781,2052,9,"Statistically speaking, elevators are extremely safe. Their safety record is unsurpassed by any other vehicle system. In"
782,1632,23,"Even with the addition of the chicanes, safety was a concern at the circuit. One of the biggest worries was the high-spe"
783,2114,20,"The team entered the next season with a new sponsor - the tobacco company Benson and Hedges, which sponsored Jordan unti"
784,2223,12,Traditional English renderings of Greek names originated from Roman systems that were established in antiquity. The Roma
785,1862,12,Shams convinced Rumi that at certain moments it was possible to commune directly with God: Rather than believers simply 
786,2173,16,The American botanist Joseph Rock saw the fighting between the Hui Muslim warlord Ma Qi and the Tibetan Buddhist of Labr
787,1704,11,"Lohan's parents are Dina Lohan and Michael Lohan, both of whom are of Irish and Italian descent. She has a sister named "
788,1552,22,The beginning of Allison was a tropical wave that moved off of Africa on May 21. The wave moved all the most across the 
789,1592,19,"On June 9, 1862, the last of the six battles of Jackson's Valley Campaign was fought at Port Republic, Virginia. Jackson"
790,1605,23,It starts with an old woman telling a story about snow to her granddaughter. The story is about an unhappy young man nam
791,1597,13,"The history of Mt Garibaldi involves an initial period of volcanism (200,000-300,000 years ago) followed by a period of "
792,1512,16,"In the sixth month, the angel Gabriel was sent from God to a town of Galilee called Nazareth, to a virgin betrothed to a"
793,1547,14,"In 1913, Freud published ""Totem and Taboo"". It was an attempt to reconstruct the birth and the process of development of"
794,1971,18,"Later that year, Harris was charged with twelve counts of having indecent assaulted girls aged 7 to 19 during the 1960s "
795,1507,43,To make a navbar in Tailwind CSS you would use this HTML code: <!--The style and script tags at the top are for offline 
796,1591,14,"Utah has a dry, semi-arid to arid climate, although its many mountains have large, wide, differences of climates, with t"
797,1523,8,"""Le Morte D’Arthur"" was written in Middle English, a period of the English language in 11th to 15th century England. Pub"
798,1790,17,"Late on July 23, an area of low pressure formed to the southeast of Chuuk. the system gradually drifted to the west and "
799,1590,14,"Bruce's ""Zen Garden"" caused problems at Casaya and Aras felt he should have been helping with camp . The tribe that won "
800,2267,17,"On May 23, 2014, Elliot Rodger, carrying 6- and 8-inch ""SRK"" and nine-inch boar hunting knife, first attacked his roomma"
801,1640,14,"During the third act of the play, following a line in the play that was the biggest laugh of the night, Lincoln was laug"
802,1715,16,"Though he loves Pluto, the narrator begins to suffer from violent mood swings, predominantly due to the influence of alc"
